,timestamp,CPU (%),CPU system (%),memory (GB),threads,ops_sda,util_sda (%),available (MB),writeback (MB),cpu_intr,io (MB/s),load,pgpgio,processes,ram (GB),network_bandwidth,packet_loss_rate,disk_free_space,swap_usage,disk_read_speed,disk_write_speed,network_latency,network_errors,process_cpu_usage,process_memory_usage,firewall_packets_dropped,firewall_connections_blocked,active_users,root_partition_usage,user_partition_usage,system_uptime,docker_container_count,CPU_steal_time,CPU_guest_time,CPU_nice_time,TCP Connection Count,UDP Packet Count,Incoming HTTP Requests per Second,Outgoing HTTP Requests per Second,Incoming HTTPS Requests per Second,Outgoing HTTPS Requests per Second,Database Read Operations per Second,Database Write Operations per Second,Database Latency (ms),Network ICMP Echo Latency,Network ICMP Echo Loss Rate,Network TCP Retransmission Rate,Network UDP Loss Rate,Network TCP Connection Reset Rate,Network UDP Datagram Size,Network Port Utilization,Disk Write Operations per Second,Network Interface Throughput,CPU Utilization by Core,CPU Load Average,Disk I/O Utilization by Process,Memory Usage by Process,Network Interface Broadcast Packets,Network Interface Multicast Packets,TCP Connection Count by State,is_attack
process_cpu_usage,-0.00013376687578527322,0.20245603351362298,0.19581916496698207,0.11228832876773405,0.11702167551404327,0.08976291136402434,0.08626594361890466,-0.0005845408395766336,0.1562481540963042,0.11545797245252314,0.2395563410181114,0.2707085841732444,0.24828268214239815,0.20182857423406356,0.23023755410869814,0.2810457963884641,0.023189296429956277,0.02769784664693505,0.027703605083784232,0.03146457055801066,0.033532726088745406,0.05363314007794973,0.4104336237366707,1.0,0.3288120039011642,0.03578125472475672,0.04190774230391951,0.027332411523007884,0.03298604247863778,0.03327713648764708,0.026233523610119824,0.02346482304689111,0.030528145381461775,0.02339799270750482,0.026816989965357668,0.14609103913252078,0.14189637923955167,0.031044876154681846,0.025414064472211124,0.02438273548088345,0.01991316022729129,0.18018947119057038,0.18193460824181124,0.04808252154738763,0.15857842589797608,0.03021938380118461,0.02370164130047099,0.054735910206528,0.05631729150432683,0.02440031184152058,0.25838168964847147,0.02083221086484355,0.024232516953087105,0.1500634763387563,0.03107751846401439,0.03409821117175536,0.21974638299265256,0.05450245168685782,0.02865401181490443,0.024263537495744593,0.3559904090522262
process_memory_usage,0.0021141307445041073,0.22163661253949574,0.21448295952951474,0.12504482107883863,0.13168842705141884,0.09455020925897749,0.0947048014019276,-0.005839642811154851,0.16758134148642848,0.13209056289170845,0.26169724143421597,0.2949561095584579,0.26920145875273044,0.2201252161301339,0.2578519855855856,0.30353745835261786,0.024164904570646607,0.0398462527291844,0.02945222256015116,0.029632762131865963,0.02884336699773279,0.06271990825998414,0.44632449966861043,0.3288120039011642,1.0,0.022095014322414185,0.05023424471316813,0.03191932547341236,0.036432107248923616,0.029393017525076042,0.03464110924347593,0.025027773150635327,0.031161026024304803,0.03262924050296155,0.022901504896565266,0.16366546902805365,0.1566766310305662,0.03132967832931975,0.03541343708310906,0.02692475183693641,0.02637231708632112,0.19937409226212652,0.2095928207342969,0.05475488314014107,0.16701794734502307,0.03829173240903816,0.02976469743068531,0.06216281898973503,0.06325085782280411,0.025026555764937248,0.2672445081592082,0.026330447947760106,0.018034136336463363,0.16523906780829115,0.022525936127383683,0.03729122363598934,0.2269865676428542,0.0639132421795668,0.025108687170887926,0.03352334519624847,0.3908634758401479
firewall_packets_dropped,0.0006697308084616888,0.05330854202519265,0.04819501894510091,0.02173186942670862,0.02321946558855763,0.020712406453746307,0.02434409789367877,-0.003136804601778455,0.03245634952983226,0.029480538153127053,0.05471244945207098,0.06386624861154251,0.057091591831355405,0.047961122074503114,0.058846325745918415,0.025919871648027504,0.014999352534761383,0.011008694253306452,0.005461470185576632,0.015060120049779429,0.009266759931064286,0.023560356957037076,0.04550555691253736,0.03578125472475672,0.022095014322414185,1.0,0.005057376104905265,0.00483728505480564,0.01623436978381068,0.019913935974848643,0.008955620803991505,0.00688012774182577,0.0035541235642630544,0.004858509952789631,0.011574290547558888,0.01941252948016826,0.016463613564234644,0.01954922109323245,0.01912636260424464,0.027566055677145047,0.028898114179648375,0.036604807753286304,0.02462648678406625,0.026242336628058992,0.01373440240130945,0.014675689382922626,0.003902359659426419,0.009011080277735617,0.009394137964401385,0.021936608781655056,0.01489821140520494,0.01344111235703193,0.008644603489903526,0.013119552692166076,0.010867460784600713,0.01569940952853244,0.027997509861896877,0.007122787971157947,0.004925379271110873,0.004112159000325905,0.0842484917021314
firewall_connections_blocked,-0.0001614700428763193,0.055648276877980206,0.05247252334332393,0.029106080827680812,0.02725565433464058,0.022487257947858195,0.016684435569287684,0.005804635298242421,0.04140944163509899,0.03494455709392024,0.06332294830144919,0.07351517221943864,0.06909694520718582,0.05275196412422962,0.06068031804739298,0.03374310569191094,0.008471026548152601,0.007194033376190339,0.004570021914852262,0.013269426046429953,0.015772173874091813,0.02335681463577042,0.056091129902312215,0.04190774230391951,0.05023424471316813,0.005057376104905265,1.0,0.009786844578119252,0.013701569970183337,0.011429654005631834,0.006360325043528208,0.0028934903013875506,0.008895313642286741,0.012266826893890038,0.005862724338711102,0.018485444717818815,0.01696640097301384,0.02037690418860956,0.021020683807987627,0.020806245033178124,0.0230954945442085,0.043316764953140165,0.04203848344354304,0.02354196121213924,0.010000553510993914,0.011115820374479635,0.00635100697273259,0.020961336645911755,0.020545075189870667,0.018604660076386902,0.012223682125004836,0.01036646418652659,0.011907280710409685,0.011081989923353922,0.01718802358133521,0.016324923116247714,0.021587811296344097,0.018087191732231746,0.005491422296630932,0.005022851711979065,0.09514996906965005
active_users,0.00463480209325901,0.04081754034520214,0.04034262172863207,0.024515422643715454,0.020082391396813604,0.019584952065293194,0.020114828007859464,0.00010758910884789828,0.02715465757677135,0.023612000652138167,0.05123363090442149,0.05574569700216017,0.050389280018007764,0.04544398185655138,0.04822891749994808,0.024784273458716668,0.016697477451012566,0.011269990187427774,0.001840026100672528,0.011359395664877892,0.009951967910825959,0.02279885297095989,0.03603333382012205,0.027332411523007884,0.03191932547341236,0.00483728505480564,0.009786844578119252,1.0,0.017596105196491203,0.0071023223378536985,0.011057803616700506,0.004110529534173697,0.008053666937681368,0.00711872094339638,0.006647191590962996,0.02031049497347519,0.0166410564983724,0.01988591319318179,0.023949415319427313,0.020965060069416723,0.022491630968398877,0.029824105124346304,0.026581203050941322,0.014895684254053335,0.017971400526846135,0.02081278815344648,0.005274362962261618,0.007992575646165446,0.011066478157434457,0.010682632748701999,0.0260996973240776,0.02382206349391539,0.012964844851845314,0.016047833944130604,0.016687452116322297,0.013082722602788012,0.019769304764541158,0.003841044682780746,0.005509595737904881,0.007339026368018087,0.07339121444380312
root_partition_usage,-0.0019089980713139136,0.10412828635052351,0.10095733863341504,0.06005986596803311,0.06071347600900564,0.04525162560113994,0.04849479893656736,-0.0016270739952676412,0.081431871138686,0.0625275694586496,0.12552636373926954,0.13597332122098854,0.12689191958568086,0.10548062070128829,0.11913252869410938,0.03495243634354626,0.019034464962194787,0.023032400920872685,0.01575413249712432,0.019496142959896923,0.021666124512649484,0.023684383174587945,0.037902889725546555,0.03298604247863778,0.036432107248923616,0.01623436978381068,0.013701569970183337,0.017596105196491203,1.0,0.1204995381362031,0.011953991956599073,0.01266075761417897,0.017885769417785646,0.00943665648455506,0.017583291593977535,0.019661151224846178,0.0203698298818049,0.027482345514337977,0.031205883597617806,0.025679372263195742,0.029762794512757793,0.11700535783586367,0.11570129121675221,0.13882167592499622,0.02230685262978417,0.015897454681763432,0.004467455719242555,0.022747865961912986,0.01649857627079463,0.02232229834215573,0.023015984240391005,0.022112303822923063,0.016771030330150496,0.014389433925202139,0.10631449675325313,0.11593087457146355,0.023807228282272174,0.016589675834488903,0.021977322967657482,0.013343255956879758,0.18507316960979978
user_partition_usage,-0.0026664806396642132,0.10055008957582288,0.1022602904257245,0.05433264815701603,0.05532714557886922,0.04509278309142175,0.045448914513068754,0.0016705517763449815,0.07628677675983123,0.06070473949418488,0.11905596737658308,0.13464874596714718,0.12567847714374006,0.1017223547743257,0.11665325102406551,0.0334045763535784,0.0251037332315192,0.014990927143035305,0.017544233683527123,0.021308516334353062,0.020944271099062464,0.021911772917525676,0.03892012112860952,0.03327713648764708,0.029393017525076042,0.019913935974848643,0.011429654005631834,0.0071023223378536985,0.1204995381362031,1.0,0.014056131589455944,0.016060408543221282,0.016321857816345948,0.011475165016337024,0.0106144749115525,0.026033908341468785,0.025186760406120147,0.024603467833544664,0.021778069896333813,0.024845597049050438,0.02230379872290035,0.11690502094084831,0.11109490662926956,0.1294980563139077,0.016712919042965606,0.019058284067464563,0.004521239847258873,0.018627722862574674,0.014322692638756036,0.020467113199705348,0.02450958642454269,0.017294321687302813,0.011346621536927675,0.02227061902981088,0.10646254240479641,0.10375818390730955,0.02673057985094422,0.014333066125707904,0.009722769707315925,0.011534659420495289,0.179178719747647
system_uptime,0.0064883716302586965,0.0485546504270451,0.048163907558931775,0.02648816028373843,0.025779214129209273,0.02346236565789816,0.02086999957763452,-0.0021870767819516016,0.03664515663014753,0.024089858912084147,0.05649292165038364,0.06251495094648067,0.05796248871745202,0.05093063276378121,0.05052003379817424,0.035135402797467435,0.02163362494099107,0.006910984136156523,0.009237451044370421,0.01589045110434951,0.014672132671838535,0.019129127933696175,0.0412177621852195,0.026233523610119824,0.03464110924347593,0.008955620803991505,0.006360325043528208,0.011057803616700506,0.011953991956599073,0.014056131589455944,1.0,0.002052986291173207,0.011167790638376912,0.010926680713345233,0.003179784004847841,0.021705269573508917,0.02463214294795963,0.023017973158355378,0.028107333306088906,0.01486546062993829,0.023605771243956547,0.03714237291909152,0.03329439824875214,0.022212711078125964,0.013832518915751298,0.017971932117516503,0.00490262363724294,0.006893889609371874,0.01256630302763788,0.011484278038424915,0.02024981787101865,0.016811751371326438,0.014425958265293849,0.015054495102983904,0.021157510524702706,0.021678821750409673,0.018091651078699582,0.014497018885778062,0.012401166786403942,-0.002377968743165566,0.08292686465962223
docker_container_count,0.001265212468175941,0.0397942511964185,0.03693399750826446,0.016951745277246463,0.023465720905431402,0.015262881473528143,0.015910159768952617,-0.00685583366736526,0.026774942725793,0.021711960045042798,0.04774894298074898,0.05196276013857637,0.045676272544657184,0.03786402889346277,0.04331080241404234,0.023997203032086176,0.010664699520505574,0.008509417319440061,0.005339784674027819,0.013933009575998264,0.017222266733134466,0.01416225991906791,0.030060532621333614,0.02346482304689111,0.025027773150635327,0.00688012774182577,0.0028934903013875506,0.004110529534173697,0.01266075761417897,0.016060408543221282,0.002052986291173207,1.0,0.003685370761590558,0.005315071337374937,0.0030086124439906077,0.01908861321717266,0.01631066745214161,0.023858042871238803,0.025052951586114442,0.014450007562820208,0.01728573324665682,0.02561471994702858,0.0264393459991001,0.017235056431686758,0.02263476246652793,0.021092843316935825,0.015932558896788615,0.008079098826664693,0.004447352125013653,0.01400954409823153,0.018647950741109254,0.014914188336685386,0.01183721572465161,0.012896800336235527,0.016648828152394074,0.011331925373534179,0.017704144249799967,0.008080284088752403,0.0002980014944837833,0.005799489000645824,0.06784396340673073
CPU_steal_time,-0.001093331372584505,0.04578223821770646,0.046508099670753276,0.0288396028835595,0.02845451756654955,0.02149364730446863,0.01869577983122643,-0.002769690941420945,0.03525823235168427,0.03417393433474187,0.057621518446852704,0.06277916961942366,0.05587357348995186,0.04837434769988445,0.050154692675332194,0.03259689171797414,0.015783463540022892,0.009414045274704687,0.004770447534794663,0.02091307843788819,0.019544610626352227,0.019551563418229004,0.03786065319496514,0.030528145381461775,0.031161026024304803,0.0035541235642630544,0.008895313642286741,0.008053666937681368,0.017885769417785646,0.016321857816345948,0.011167790638376912,0.003685370761590558,1.0,0.006309805015067898,0.0071879058046207915,0.022547019875204806,0.018578596961541162,0.02759842136966254,0.032752209241348175,0.021575426815768028,0.03229653023451912,0.028221893057586444,0.03813110514751334,0.019033905656500462,0.026727869479430493,0.01778122609456163,0.005682739876204817,0.009282391218953181,0.011893066284567256,0.015159265430964259,0.025145449496303866,0.01989986777901614,0.012013543544006364,0.018592403911603973,0.009784846764299918,0.01352486811474456,0.022502858538431102,0.006319945137147069,0.006150468436601324,0.006499123197940013,0.08297880397866939
CPU_guest_time,0.0024155057289956604,0.043179220661483095,0.04080033945176958,0.020616468679408948,0.030354789955725988,0.016264752264231287,0.020112144099188628,-0.004327739321920122,0.030775918510435867,0.027596460772573692,0.05000730680689377,0.05631874831573324,0.05067106800226154,0.0438376485140544,0.04819570177582759,0.028660342413054783,0.013779010099648367,0.01070753913010976,0.009476714505596952,0.01904635507100334,0.014261331694113026,0.028478024164912737,0.039488190767865125,0.02339799270750482,0.03262924050296155,0.004858509952789631,0.012266826893890038,0.00711872094339638,0.00943665648455506,0.011475165016337024,0.010926680713345233,0.005315071337374937,0.006309805015067898,1.0,0.0061212224495562845,0.01931994291963707,0.022987970876655286,0.02968951031820712,0.024899363977961726,0.016872824286753064,0.022652993086434803,0.024448828612439872,0.02893486626519956,0.022156242287494653,0.02341312155871039,0.020765643603905783,0.0060119721803984375,0.004549021718479675,0.004828041230149667,0.010827824805580494,0.026222326986625986,0.01708377882875906,0.011464114400435117,0.016811299198304343,0.005284193928064687,0.012779695719814138,0.022737157921969824,0.004077117891708116,0.00398588170939092,0.005184755378150114,0.07486397341727365
CPU_nice_time,0.002543902310431935,0.039732016553004276,0.0379154627598179,0.019100089556691267,0.016647520135125563,0.01618443084454178,0.009509617635615067,0.005639654610973638,0.025911908466596675,0.020398951850163712,0.04874350736985159,0.052984445894636197,0.04157513245065994,0.03951713196514446,0.04222774631666928,0.02120613880905707,0.01099586483609459,0.006545580883954222,0.007388165963528547,0.014541337326971488,0.01574453258454256,0.02048270542362628,0.03232162538840403,0.026816989965357668,0.022901504896565266,0.011574290547558888,0.005862724338711102,0.006647191590962996,0.017583291593977535,0.0106144749115525,0.003179784004847841,0.0030086124439906077,0.0071879058046207915,0.0061212224495562845,1.0,0.013975058181895341,0.011292454571258832,0.023074955031531792,0.02054674945929142,0.018368919561976442,0.024077655192176493,0.024809140486867262,0.023394333828452938,0.01491890325582485,0.016591873065711478,0.00860208775575509,-0.001927059337908095,0.014612448939066616,0.008038760572838415,0.010222417204557426,0.014010461152339273,0.014406769894567139,0.010805894532707468,0.01595001903450582,0.007359736142640993,0.010522745347553758,0.014929458445245194,0.014686931358136973,0.005725989256694728,0.006145163658739675,0.0682707363208027
TCP Connection Count,-0.0008771168899571984,0.15094823938359994,0.14317764401588218,0.0852249022789379,0.09060278503417593,0.06313524837765139,0.06471910220596092,-0.002892053087357001,0.12240338110219755,0.09139571467032938,0.18685000465893986,0.20375459930643797,0.18066330521560287,0.15497550451847047,0.1694419712283291,0.16097140077228653,0.022144405304313514,0.022537805629780618,0.02376758743402311,0.11046236090494124,0.1087003117911312,0.028693258170238763,0.22235580141839245,0.14609103913252078,0.16366546902805365,0.01941252948016826,0.018485444717818815,0.02031049497347519,0.019661151224846178,0.026033908341468785,0.021705269573508917,0.01908861321717266,0.022547019875204806,0.01931994291963707,0.013975058181895341,1.0,0.24981720938246244,0.09455134586746422,0.10852558250765157,0.11294576522207138,0.10393978378869541,0.025798937279453378,0.022306655210132028,0.019873223646221495,0.18953358902441925,0.018800609442879923,0.021331367111783826,0.021083569091477468,0.02004733103152468,0.017455444518321102,0.15448353770356105,0.0856257883438203,0.02123021201766175,0.018250244932840293,0.021318542595488786,0.017331271107284187,0.101036765458748,0.016530161226080274,0.022597884047824833,0.023819078149871133,0.2666899265324005
UDP Packet Count,0.0047692370534794075,0.14861321579193892,0.14174616712201146,0.080893037422417,0.08661974360025719,0.05974170227056572,0.06767840579147327,-0.007056019476118325,0.11520968258998963,0.08398900360689676,0.1748990488406905,0.1971691701051762,0.17968126313524294,0.14967723381168707,0.16634198004209652,0.15773312695583708,0.025953596830934227,0.026773988849535246,0.022292570917548243,0.1121200213253168,0.1128817070897662,0.026992107233399107,0.22252711272202413,0.14189637923955167,0.1566766310305662,0.016463613564234644,0.01696640097301384,0.0166410564983724,0.0203698298818049,0.025186760406120147,0.02463214294795963,0.01631066745214161,0.018578596961541162,0.022987970876655286,0.011292454571258832,0.24981720938246244,1.0,0.10572403416084149,0.09851457595869426,0.11743170266710941,0.11664800616059948,0.02408181818435044,0.019922028207843594,0.018567354042272347,0.16513554281226686,0.02250366182946133,0.024026718105607536,0.02135656321533493,0.02097328080281526,0.021413445239885247,0.14687683499098061,0.0850052882110771,0.02106253574294077,0.024749943381066723,0.01811003959961885,0.017545602184922467,0.1055579744861314,0.02152880398258121,0.021514960617231814,0.02416171750356293,0.26037286141680643
Incoming HTTP Requests per Second,-0.00446655544101152,0.176590202196055,0.17758089436601318,0.10410512505398507,0.10863596322175002,0.08485089882992149,0.08271356620261659,0.0028777315040456287,0.14498361986858727,0.10872723282724081,0.22062626039357866,0.23986198608357706,0.2215393526637253,0.18501246289238948,0.21367237049247365,0.08561266939106918,0.12141231415284193,0.02879921801155842,0.037066697203943726,0.15329484930407208,0.15786044888874848,0.06190021178500989,0.019390907652305212,0.031044876154681846,0.03132967832931975,0.01954922109323245,0.02037690418860956,0.01988591319318179,0.027482345514337977,0.024603467833544664,0.023017973158355378,0.023858042871238803,0.02759842136966254,0.02968951031820712,0.023074955031531792,0.09455134586746422,0.10572403416084149,1.0,0.22531192409059123,0.12075743203683001,0.16641555067552755,0.06510485189489808,0.07010175919684647,0.08311913223203353,0.07364105321082925,0.11996900295618972,0.023002951847659568,0.03010402289392309,0.05253791067645191,0.05950719063091133,0.018447167147254587,0.1584932485111471,0.08718451021263031,0.02867906636329622,0.0205797618362101,0.032138831345182736,0.02115206781147994,0.02916846001023645,0.0256565668884111,0.02140434812911686,0.3243326157654576
Outgoing HTTP Requests per Second,-0.0008481568514794598,0.17566787193183098,0.17377134129229532,0.10209836847534998,0.10780414608139817,0.08112449858852855,0.08306113792764046,0.00016685186811179017,0.14271438911130255,0.10813750068634956,0.21478173158927052,0.2407445832680923,0.22360285117776776,0.17911258998968632,0.2089257232977285,0.08653505998888204,0.12154210927380946,0.031001178027079065,0.0247681931550357,0.1455700069765136,0.1509129236571931,0.055215698795490695,0.0242076362493283,0.025414064472211124,0.03541343708310906,0.01912636260424464,0.021020683807987627,0.023949415319427313,0.031205883597617806,0.021778069896333813,0.028107333306088906,0.025052951586114442,0.032752209241348175,0.024899363977961726,0.02054674945929142,0.10852558250765157,0.09851457595869426,0.22531192409059123,1.0,0.1176677199032777,0.1632313121908212,0.0628594301694805,0.07229964454510289,0.07934726980502586,0.06737661746582503,0.11062942363294849,0.02598805333586018,0.030327850614432324,0.05395951911102848,0.05292090888879462,0.018406401984907367,0.14779414012582412,0.07722069183992174,0.03503018826404716,0.023658233778540205,0.024610810103712945,0.022772970543046816,0.031708961860085615,0.025499235156181806,0.017657006906076196,0.31821565274607916
Incoming HTTPS Requests per Second,-0.001675114265834131,0.1357918399580415,0.13207524299438,0.07742480314123126,0.08107097002713394,0.061631177927837746,0.05929960852097304,0.0037212308016259326,0.10520611488543546,0.0810105094492891,0.16708646122394757,0.18169110820023274,0.16719374374548607,0.1365558691129681,0.1587142545886167,0.029291628463961092,0.022913055191222515,0.024791067845646296,0.027929738754004584,0.11657835439581454,0.1180831181213525,0.10302762525395501,0.08198053100451512,0.02438273548088345,0.02692475183693641,0.027566055677145047,0.020806245033178124,0.020965060069416723,0.025679372263195742,0.024845597049050438,0.01486546062993829,0.014450007562820208,0.021575426815768028,0.016872824286753064,0.018368919561976442,0.11294576522207138,0.11743170266710941,0.12075743203683001,0.1176677199032777,1.0,0.17954978902355181,0.05381918834591552,0.0337861046237829,0.02987544219144751,0.0231181982028729,0.01899709673784635,0.016363578048591336,0.02493705481379561,0.023043381278452846,0.09007693505415013,0.020091084121747295,0.10136251023247397,0.023556693299896566,0.02480760348480765,0.022747884243467926,0.02304988390247924,0.057744013431085456,0.01797114238420891,0.018149194140769036,0.016697864675420657,0.24290533659227642
Outgoing HTTPS Requests per Second,0.004900978634936045,0.16661424679789463,0.1549228462455001,0.0913984299628397,0.10031351188840235,0.07559803552715195,0.07118871487217941,0.0035564247321555023,0.1275343165867452,0.0931547068992255,0.19858236113460914,0.21851049587504054,0.20256188518392898,0.16415459858129366,0.1905420393266737,0.07052684856288573,0.08916612182861024,0.03447354457381444,0.029425873967800276,0.12126593768546584,0.12175055962884197,0.09403400792293624,0.0745730880989943,0.01991316022729129,0.02637231708632112,0.028898114179648375,0.0230954945442085,0.022491630968398877,0.029762794512757793,0.02230379872290035,0.023605771243956547,0.01728573324665682,0.03229653023451912,0.022652993086434803,0.024077655192176493,0.10393978378869541,0.11664800616059948,0.16641555067552755,0.1632313121908212,0.17954978902355181,1.0,0.08923327850701901,0.05847882811688544,0.07790676372387517,0.07017109995302455,0.08353536439856145,0.02350790981124849,0.02230680032853867,0.025191671095223786,0.07847907334277324,0.021949284391274453,0.15049810311254175,0.07787936289028721,0.02755437116847699,0.01878421224437917,0.02024932817088339,0.04786898898224723,0.024869243116805145,0.02152424112507346,0.017831795747442595,0.2903527119762963
Database Read Operations per Second,-0.0031642734259736426,0.22469064999027694,0.21753625676543586,0.12732003122560445,0.13560682452513123,0.10174802395247674,0.10033510191882493,0.0009153068186158079,0.17202529629711755,0.1322338480954244,0.266376906707988,0.2941524451091562,0.2777947994082507,0.2237972081720305,0.26640613294127113,0.20530014559802207,0.09058167373818551,0.03640275032186486,0.030582470020515527,0.033227069719508034,0.033358051113674646,0.05429841758879298,0.25949286178401904,0.18018947119057038,0.19937409226212652,0.036604807753286304,0.043316764953140165,0.029824105124346304,0.11700535783586367,0.11690502094084831,0.03714237291909152,0.02561471994702858,0.028221893057586444,0.024448828612439872,0.024809140486867262,0.025798937279453378,0.02408181818435044,0.06510485189489808,0.0628594301694805,0.05381918834591552,0.08923327850701901,1.0,0.2890219290883137,0.19422510364131085,0.07354824434914989,0.07679818805267201,0.025458450590499695,0.06113740657938481,0.06840278482912913,0.053910483135269575,0.12490812715907766,0.07662128361871584,0.08204768430124634,0.1339041425953071,0.0996470066592103,0.10495710202053644,0.15071934691724334,0.06913699483576276,0.025847168196254225,0.02816574991652225,0.39846719994540886
Database Write Operations per Second,-0.00503909477435372,0.21872662918310604,0.21505730478209473,0.13024719392773948,0.12791827142709167,0.09703697843910307,0.09639198883745465,0.0018431117508995588,0.16842400401144078,0.13056286513155957,0.26020890973978056,0.2921323941003156,0.266938317445522,0.22242681417781618,0.2570662840685352,0.2141741858507606,0.07825109300247624,0.028000845526512656,0.0319903833899236,0.026302826774131316,0.03254800875896788,0.056196817100687364,0.24093809935909222,0.18193460824181124,0.2095928207342969,0.02462648678406625,0.04203848344354304,0.026581203050941322,0.11570129121675221,0.11109490662926956,0.03329439824875214,0.0264393459991001,0.03813110514751334,0.02893486626519956,0.023394333828452938,0.022306655210132028,0.019922028207843594,0.07010175919684647,0.07229964454510289,0.0337861046237829,0.05847882811688544,0.2890219290883137,1.0,0.16963856873062244,0.06668058896387084,0.07202785387641776,0.022661446323432363,0.06451281772205725,0.05626736901654717,0.023924196753181002,0.13364477841028785,0.0698844348594224,0.07736134116040337,0.1523653806653274,0.09795002712821153,0.10377656572909029,0.14591163763688278,0.066399430413357,0.02559585273058887,0.031235646010236384,0.39117296372627075
Database Latency (ms),-0.003637640990202893,0.154983092744947,0.1457161256066361,0.08730328418009052,0.0901096295879243,0.07306016215129024,0.06695010548026126,-0.0008221148309397461,0.1185287841830843,0.09216697840936572,0.18395705557750566,0.20365556292111167,0.19030989760540915,0.15671109658117868,0.18065453032332093,0.08641964783574567,0.09026339279627088,0.01920129377058826,0.02979769842830053,0.026415414525261128,0.02553876563501209,0.020734379868984392,0.04404743598638232,0.04808252154738763,0.05475488314014107,0.026242336628058992,0.02354196121213924,0.014895684254053335,0.13882167592499622,0.1294980563139077,0.022212711078125964,0.017235056431686758,0.019033905656500462,0.022156242287494653,0.01491890325582485,0.019873223646221495,0.018567354042272347,0.08311913223203353,0.07934726980502586,0.02987544219144751,0.07790676372387517,0.19422510364131085,0.16963856873062244,1.0,0.07176401888495024,0.0762708718743828,0.012547499070060149,0.04049835723064519,0.04317129885965791,0.020760591126085123,0.016874871819469825,0.08075894691924101,0.08922001156120045,0.0180251766752447,0.11833013916632558,0.11934117995595118,0.023981981137685602,0.03529288299539325,0.019965327703494698,0.021868588844988445,0.2735577485762831
Network ICMP Echo Latency,-0.0024381404524590443,0.1434842677422169,0.14272100195011836,0.0818252035808871,0.0858966716178915,0.060442595143242954,0.06420653311172837,0.0022000459281024355,0.11768367739012654,0.08739242862961154,0.17272717895643744,0.1917569430184766,0.17078920307819806,0.14380813614623292,0.16678053458433836,0.2116857836017394,0.0812151499130461,0.023533938273152224,0.02448043993488676,0.029169420477035846,0.023836868038935453,0.03278637354848966,0.22989011721654243,0.15857842589797608,0.16701794734502307,0.01373440240130945,0.010000553510993914,0.017971400526846135,0.02230685262978417,0.016712919042965606,0.013832518915751298,0.02263476246652793,0.026727869479430493,0.02341312155871039,0.016591873065711478,0.18953358902441925,0.16513554281226686,0.07364105321082925,0.06737661746582503,0.0231181982028729,0.07017109995302455,0.07354824434914989,0.06668058896387084,0.07176401888495024,1.0,0.08183473552804664,0.020441020503430173,0.018586049637497434,0.01668046227765993,0.019363091755356172,0.1545772295432641,0.0808591742337078,0.08117887751044453,0.019785942925045152,0.02013643320413863,0.011411775865760525,0.10716248073112025,0.01770708529177443,0.02227233999237571,0.024916507739168856,0.2538335551417924
Network ICMP Echo Loss Rate,0.0015407690446466444,0.11473539543706421,0.10934965253318832,0.06338053566878629,0.06599546543209135,0.04551018898276769,0.04882923682476413,0.0022553648727172003,0.08609288424582522,0.06761963170337733,0.13851610527190208,0.15043003473770827,0.1458080618150293,0.11235446618865377,0.13657109184036012,0.09050078486602704,0.11594058436911832,0.015371592726325064,0.017043806708705225,0.04374154380984527,0.03798670568160698,0.04187233120427355,0.03311309143953202,0.03021938380118461,0.03829173240903816,0.014675689382922626,0.011115820374479635,0.02081278815344648,0.015897454681763432,0.019058284067464563,0.017971932117516503,0.021092843316935825,0.01778122609456163,0.020765643603905783,0.00860208775575509,0.018800609442879923,0.02250366182946133,0.11996900295618972,0.11062942363294849,0.01899709673784635,0.08353536439856145,0.07679818805267201,0.07202785387641776,0.0762708718743828,0.08183473552804664,1.0,0.017528973060508143,0.02157052772110929,0.03846912817672943,0.03669866084861682,0.01545607183485464,0.0906595258244833,0.08097490192642492,0.023749767220968554,0.008950946417954053,0.023681774983728063,0.02270394106190883,0.01975553702354447,0.007426913074614734,0.012388627113202178,0.20182009067876627
Network TCP Retransmission Rate,0.0009920827560482622,0.03854935260150541,0.03805640235503116,0.030403607630938637,0.02745018684781553,0.020956906625501245,0.017299289321875702,0.0008393631198919516,0.03278962546066493,0.02095735017412322,0.046694810853032606,0.05115907001003033,0.04633515093509059,0.03755753242556624,0.04633395192605591,0.03491063558211049,0.011917917172395832,0.0033275505287351974,0.003685735849083996,0.01723708192426815,0.023654443624092653,0.015931851117944974,0.03261102863849036,0.02370164130047099,0.02976469743068531,0.003902359659426419,0.00635100697273259,0.005274362962261618,0.004467455719242555,0.004521239847258873,0.00490262363724294,0.015932558896788615,0.005682739876204817,0.0060119721803984375,-0.001927059337908095,0.021331367111783826,0.024026718105607536,0.023002951847659568,0.02598805333586018,0.016363578048591336,0.02350790981124849,0.025458450590499695,0.022661446323432363,0.012547499070060149,0.020441020503430173,0.017528973060508143,1.0,0.012246419097037142,0.015421457594832665,0.011196169203357764,0.022069695928382434,0.012981659932280705,0.00786498493364174,0.011274208633409768,0.005661151414083672,0.00979865812418224,0.020269253358306143,0.007559150260873385,0.00828147919290569,0.003903423191141148,0.06895150702109795
